Plan,Metal Level,OOPM,Deductible,Drug Deductible,Number of Claims,Visits,Category 
76179IN0110009,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
76179IN0120001,Silver,-1672.638,0,0,2,1,Rx Specialty
76179IN0120002,Silver,0.0,0,0,2,1,Rx Specialty
76179IN0120004,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
76179IN0130001,Silver,-1672.638,0,0,2,1,Rx Specialty
76179IN0130002,Silver,0.0,0,0,2,1,Rx Specialty
76179IN0130004,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
62033IN0010002,Silver,-2416.3669999999993,0,0,9,3,Rx Specialty
62033IN0010005,Silver,-9.748249999999643,0,0,3,1,Rx Generic
62033IN0010031,Silver,-2368.732249999999,0,0,9,3,Rx Specialty
62033IN0020002,Silver,-2416.3669999999993,0,0,9,3,Rx Specialty
27811KS0010012,Bronze,0.0,0,0,2,1,Rx Specialty
27811KS0010013,Bronze,0.0,0,0,2,1,Rx Specialty
39520KS0010005,Bronze,-3303.9569999999985,0,0,2,1,Rx Specialty
39520KS0010011,Bronze,0.0,0,0,2,1,Rx Specialty
39520KS0010013,Catastrophic,0.0,0,0,2,1,Rx Specialty
27811KS0010009,Gold,-56.54499999999973,0,0,26,9,Rx Specialty
39520KS0010001,Gold,-868.9569999999994,0,0,2,1,Rx Specialty
39520KS0010019,Gold,-165.0,1000,0,43,14,Rx Specialty
27811KS0010010,Silver,-47.861999999998375,0,0,43,14,Rx Specialty
27811KS0010011,Silver,0.0,0,0,2,1,Rx Specialty
39520KS0010003,Silver,-1728.9569999999994,0,0,2,1,Rx Specialty
39520KS0010009,Silver,-1068.9569999999994,0,0,2,1,Rx Specialty
94248KS0140006,Bronze,-3338.9569999999985,0,0,2,1,Rx Specialty
94248KS0140016,Bronze,-2958.9569999999985,0,0,2,1,Rx Specialty
94248KS0140024,Bronze,-4995.9355,0,0,2,1,Rx Specialty
94248KS0150006,Bronze,-3338.9569999999985,0,0,2,1,Rx Specialty
94248KS0500002,Bronze,-715.441499999999,3884.0550000000003,0,5,1,Advanced Imaging
94248KS0140012,Gold,-3708.9569999999994,0,0,2,1,Rx Specialty
94248KS0150012,Gold,-3708.9569999999994,0,0,2,1,Rx Specialty
94248KS0140014,Silver,-2758.9569999999994,0,0,2,1,Rx Specialty
94248KS0140022,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
94248KS0150004,Silver,-3158.9569999999985,0,0,2,1,Rx Specialty
94248KS0500001,Silver,-1451.0314999999991,2368.465,0,2,1,Rx Specialty
36239KY0970015,Bronze,-4055.276,0,0,2,1,Rx Specialty
36239KY0970016,Bronze,-3335.276,0,0,2,1,Rx Specialty
36239KY0970018,Bronze,-3995.276,0,0,2,1,Rx Specialty
36239KY0970019,Bronze,0.0,0,0,2,1,Rx Specialty
36239KY0970023,Catastrophic,0.0,0,0,2,1,Rx Specialty
36239KY1130006,Gold,-995.2759999999998,0,0,2,1,Rx Specialty
36239KY0970020,Silver,-5165.276,0,0,2,1,Rx Specialty
36239KY0970022,Silver,-1595.2759999999998,0,0,2,1,Rx Specialty
36239KY0970025,Silver,-2524.197,2868.465,0,2,1,Rx Specialty
36239KY1130005,Silver,-3695.276,0,0,2,1,Rx Specialty
36239KY1140001,Bronze,-3395.276,0,0,2,1,Rx Specialty
36239KY1140009,Gold,-3884.197,718.4649999999999,0,2,1,Rx Specialty
36239KY1140005,Silver,-2374.197,2368.465,0,2,1,Rx Specialty
36239KY1140033,Silver,-3975.276,0,0,2,1,Rx Specialty
45636KY0010007,Bronze,-774.1970000000001,6518.465,0,2,1,Rx Specialty
45636KY0020007,Bronze,-774.1970000000001,6518.465,0,2,1,Rx Specialty
45636KY0030003,Bronze,-4995.9355,0,0,2,1,Rx Specialty
45636KY0010010,Catastrophic,0.0,0,0,2,1,Rx Specialty
45636KY0010001,Gold,-5124.197,868.465,0,2,1,Rx Specialty
45636KY0020001,Gold,-5124.197,868.465,0,2,1,Rx Specialty
45636KY0030001,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
45636KY0010004,Silver,-1224.1970000000001,3168.465,0,2,1,Rx Specialty
45636KY0020004,Silver,-1224.1970000000001,3168.465,0,2,1,Rx Specialty
45636KY0030002,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
45636KY0040001,Silver,-1056.9784999999993,0,0,2,1,Rx Specialty
15411KY1450002,Bronze,0.0,0,0,2,1,Rx Specialty
15411KY1450001,Catastrophic,0.0,0,0,2,1,Rx Specialty
15411KY1450003,Silver,-2347.3624999999993,4018.465,0,2,1,Rx Specialty
15411KY1450032,Bronze,0.0,0,0,2,1,Rx Specialty
15411KY1450031,Catastrophic,0.0,0,0,2,1,Rx Specialty
15411KY1450033,Silver,-2347.3624999999993,4018.465,0,2,1,Rx Specialty
15411KY1450048,Gold,-687.6142499999987,1268.465,0,2,1,Rx Specialty
19636LA0220012,Bronze,-6767.913999999999,0,0,2,1,Rx Specialty
19636LA0220013,Bronze,-4831.594999999999,0,0,2,1,Rx Specialty
19636LA0540003,Bronze,-4831.594999999999,0,0,2,1,Rx Specialty
44965LA0570022,Bronze,-5281.594999999999,0,0,2,1,Rx Specialty
97176LA0340017,Bronze,-3395.276,0,0,2,1,Rx Specialty
97176LA0350004,Bronze,-6567.913999999999,0,0,2,1,Rx Specialty
67243LA0090008,Bronze,-100.0,0,0,2,1,Rx Specialty
67243LA0090010,Bronze,-7217.913999999999,0,0,2,1,Rx Specialty
44965LA0570021,Catastrophic,0.0,0,0,2,1,Rx Specialty
19636LA0220005,Gold,-89.529,0,0,5,1,Advanced Imaging
97176LA0340015,Gold,-1445.156,0,0,9,3,Rx Specialty
67243LA0090006,Gold,697.0,0,0,50,16,Specialist
67243LA0090005,Platinum,-118.0,0,0,30,10,Rx Specialty
19636LA0220007,Silver,-2157.909,955.9400000000002,0,9,3,Rx Specialty
19636LA0220010,Silver,-3105.156,0,0,9,3,Rx Specialty
19636LA0220014,Silver,-4245.276,0,0,2,1,Rx Specialty
19636LA0540001,Silver,-2457.909,1355.94,0,9,3,Rx Specialty
19636LA0540002,Silver,-4245.276,0,0,2,1,Rx Specialty
44965LA0570023,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
97176LA0340010,Silver,-2147.909,655.9400000000003,0,9,3,Rx Specialty
97176LA0350003,Silver,-3085.156,0,0,9,3,Rx Specialty
67243LA0090007,Silver,697.0000000000009,0,0,50,16,Specialist
67243LA0090004,Bronze,-100.0,0,0,2,1,Rx Specialty
67243LA0090009,Bronze,-7217.913999999999,0,0,2,1,Rx Specialty
67243LA0090002,Gold,697.0,0,0,50,16,Specialist
67243LA0090001,Platinum,-118.0,0,0,30,10,Rx Specialty
67243LA0090003,Silver,697.0000000000009,0,0,50,16,Specialist
19636LA0230006,Bronze,-4831.594999999999,0,0,2,1,Rx Specialty
19636LA0230002,Gold,-2.1430000000000007,0,0,8,3,Lab
19636LA0230003,Silver,-2457.909,1355.94,0,9,3,Rx Specialty
44965LA0570002,Bronze,-5281.594999999999,0,0,2,1,Rx Specialty
44965LA0570001,Catastrophic,0.0,0,0,2,1,Rx Specialty
19636LA0240002,Gold,-2.1430000000000007,0,0,8,3,Lab
19636LA0240003,Silver,-2457.909,1355.94,0,9,3,Rx Specialty
19636LA0240007,Silver,-4245.276,0,0,2,1,Rx Specialty
44965LA0570003,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
44965LA0570027,Bronze,-5281.594999999999,0,0,2,1,Rx Specialty
44965LA0570026,Catastrophic,0.0,0,0,2,1,Rx Specialty
44965LA0570028,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
44965LA0570033,Gold,-1012.6142499999987,618.4649999999999,0,2,1,Rx Specialty
48396ME0710019,Bronze,-4781.594999999999,0,0,2,1,Rx Specialty
48396ME0710020,Bronze,-5381.594999999999,0,0,2,1,Rx Specialty
48396ME0710031,Bronze,-6006.594999999999,0,0,2,1,Rx Specialty
48396ME0710034,Bronze,-5406.594999999999,0,0,2,1,Rx Specialty
96667ME0240012,Bronze,-2708.9569999999985,0,0,2,1,Rx Specialty
96667ME0240016,Bronze,-4235.276,0,0,2,1,Rx Specialty
33653ME0010002,Bronze,-5031.594999999999,0,0,2,1,Rx Specialty
33653ME0020001,Bronze,-5631.594999999999,0,0,2,1,Rx Specialty
33653ME0050001,Bronze,-5031.594999999999,0,0,2,1,Rx Specialty
48396ME0710016,Catastrophic,0.0,0,0,2,1,Rx Specialty
33653ME0010001,Catastrophic,0.0,0,0,2,1,Rx Specialty
48396ME0930004,Gold,-3881.5949999999993,0,0,2,1,Rx Specialty
96667ME0240010,Gold,-1358.9569999999994,0,0,2,1,Rx Specialty
96667ME0260010,Gold,-2683.9569999999994,0,0,2,1,Rx Specialty
33653ME0010007,Gold,-5731.594999999999,0,0,2,1,Rx Specialty
48396ME0710012,Silver,-4356.594999999999,0,0,2,1,Rx Specialty
48396ME0710021,Silver,-4331.594999999999,0,0,2,1,Rx Specialty
48396ME0710032,Silver,-4056.5949999999993,0,0,2,1,Rx Specialty
48396ME0710035,Silver,-5006.594999999999,0,0,2,1,Rx Specialty
48396ME0930003,Silver,-3881.5949999999993,0,0,2,1,Rx Specialty
96667ME0240014,Silver,-368.79349999999937,0,0,5,1,Advanced Imaging
96667ME0260012,Silver,-348.9569999999994,0,0,2,1,Rx Specialty
96667ME0260014,Silver,-708.9569999999994,0,0,2,1,Rx Specialty
96667ME0260016,Silver,-1758.9569999999985,0,0,2,1,Rx Specialty
33653ME0010003,Silver,-3931.5949999999993,0,0,2,1,Rx Specialty
33653ME0010005,Silver,-3531.5949999999993,0,0,2,1,Rx Specialty
33653ME0050002,Silver,-3931.5949999999993,0,0,2,1,Rx Specialty
33653ME0050003,Silver,-3531.5949999999993,0,0,2,1,Rx Specialty
48396ME0720031,Bronze,-4781.594999999999,0,0,2,1,Rx Specialty
48396ME0720032,Bronze,-5381.594999999999,0,0,2,1,Rx Specialty
48396ME0720036,Bronze,-6006.594999999999,0,0,2,1,Rx Specialty
48396ME0720041,Bronze,-5406.594999999999,0,0,2,1,Rx Specialty
48396ME0720034,Catastrophic,0.0,0,0,2,1,Rx Specialty
48396ME0940006,Gold,-3881.5949999999993,0,0,2,1,Rx Specialty
48396ME0720025,Silver,-4356.594999999999,0,0,2,1,Rx Specialty
48396ME0720033,Silver,-4331.594999999999,0,0,2,1,Rx Specialty
48396ME0720038,Silver,-4056.5949999999993,0,0,2,1,Rx Specialty
48396ME0720045,Silver,-5006.594999999999,0,0,2,1,Rx Specialty
48396ME0940005,Silver,-3881.5949999999993,0,0,2,1,Rx Specialty
48396ME0720017,Bronze,-4781.594999999999,0,0,2,1,Rx Specialty
48396ME0720018,Bronze,-5381.594999999999,0,0,2,1,Rx Specialty
48396ME0720035,Bronze,-6006.594999999999,0,0,2,1,Rx Specialty
48396ME0720040,Bronze,-5406.594999999999,0,0,2,1,Rx Specialty
48396ME0720022,Catastrophic,0.0,0,0,2,1,Rx Specialty
48396ME0940004,Gold,-3881.5949999999993,0,0,2,1,Rx Specialty
48396ME0720013,Silver,-4356.594999999999,0,0,2,1,Rx Specialty
48396ME0720020,Silver,-4331.594999999999,0,0,2,1,Rx Specialty
48396ME0720037,Silver,-4056.5949999999993,0,0,2,1,Rx Specialty
48396ME0720044,Silver,-5006.594999999999,0,0,2,1,Rx Specialty
48396ME0940003,Silver,-3881.5949999999993,0,0,2,1,Rx Specialty
98185MI0440002,Bronze,-2182.637999999999,0,0,2,1,Rx Specialty
15560MI0350002,Bronze,0.0,0,0,2,1,Rx Specialty
15560MI0350005,Bronze,0.0,0,0,2,1,Rx Specialty
15560MI1120001,Bronze,-4995.9355,0,0,2,1,Rx Specialty
74917MI0020011,Bronze,-205.8299999999984,169.17000000000172,0,24,8,Specialist
29698MI0540020,Bronze,0.0,0,0,2,1,Rx Specialty
29698MI0540029,Bronze,-4531.594999999999,0,0,2,1,Rx Specialty
29698MI0540036,Bronze,-1982.637999999999,0,0,2,1,Rx Specialty
29698MI0540040,Bronze,-5056.594999999999,0,0,2,1,Rx Specialty
29698MI0570024,Bronze,0.0,0,0,2,1,Rx Specialty
29698MI0570038,Bronze,-4531.594999999999,0,0,2,1,Rx Specialty
29698MI0570042,Bronze,-1982.637999999999,0,0,2,1,Rx Specialty
29698MI0570044,Bronze,-5056.594999999999,0,0,2,1,Rx Specialty
15560MI0350001,Catastrophic,0.0,0,0,2,1,Rx Specialty
74917MI0020004,Catastrophic,0.0,0,0,2,1,Rx Specialty
98185MI0180009,Gold,-2582.7400000000002,0,0,9,3,Rx Specialty
15560MI0350004,Gold,-2672.661,0,0,9,3,Rx Specialty
15560MI0880002,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
74917MI0020002,Gold,-160.92874999999964,0,0,30,10,Rx Specialty
74917MI0020006,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
74917MI0020001,Platinum,-69.40600000000012,0,0,9,3,Rx Specialty
98185MI0180005,Silver,-2577.6855,0,0,9,3,Rx Specialty
98185MI0180015,Silver,-1846.3310000000001,0,0,2,1,Rx Specialty
98185MI0550002,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
15560MI0350003,Silver,-1862.661,0,0,9,3,Rx Specialty
15560MI0350006,Silver,-2472.638,0,0,2,1,Rx Specialty
15560MI0880001,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
15560MI1130001,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
74917MI0020005,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
29698MI0540001,Silver,-2592.04,0,0,9,3,Rx Specialty
29698MI0540005,Silver,-2652.8864999999996,0,0,9,3,Rx Specialty
29698MI0540034,Silver,-3375.0499999999997,0,0,8,3,Rx Specialty
29698MI0540037,Silver,-1324.0770000000002,0,0,8,3,Rx Specialty
29698MI0540039,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
29698MI0540044,Silver,-2662.8864999999996,0,0,9,3,Rx Specialty
29698MI0540047,Silver,-1804.0769999999998,0,0,8,3,Rx Specialty
29698MI0540048,Silver,-2589.077,0,0,9,3,Rx Specialty
29698MI0570003,Silver,-2652.8864999999996,0,0,9,3,Rx Specialty
29698MI0570040,Silver,-3375.0499999999997,0,0,8,3,Rx Specialty
29698MI0570043,Silver,-1324.0770000000002,0,0,8,3,Rx Specialty
29698MI0570053,Silver,-2589.077,0,0,9,3,Rx Specialty
29698MI0570055,Silver,-2662.8864999999996,0,0,9,3,Rx Specialty
29698MI0570057,Silver,-1804.0769999999998,0,0,8,3,Rx Specialty
58594MI0020007,Bronze,0.0,0,0,2,1,Rx Specialty
58594MI0020001,Catastrophic,0.0,0,0,2,1,Rx Specialty
58594MI0020009,Gold,-3837.6142499999987,1068.4650000000001,0,2,1,Rx Specialty
58594MI0020008,Silver,-4197.362499999999,2168.465,0,2,1,Rx Specialty
58594MI0020014,Silver,-2281.5949999999993,0,0,2,1,Rx Specialty
58594MI0020024,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
37651MI0150007,Bronze,-3347.3624999999993,2868.465,0,2,1,Rx Specialty
37651MI0150012,Bronze,-1622.638,0,0,2,1,Rx Specialty
37651MI0150015,Bronze,0.0,0,0,2,1,Rx Specialty
37651MI0150013,Catastrophic,0.0,0,0,2,1,Rx Specialty
37651MI0150005,Silver,-3470.8274999999994,0,0,2,1,Rx Specialty
37651MI0150014,Silver,-3906.5949999999993,0,0,2,1,Rx Specialty
98185MI0440001,Bronze,-2182.637999999999,0,0,2,1,Rx Specialty
98185MI0440006,Bronze,0.0,0,0,2,1,Rx Specialty
98185MI0750001,Bronze,-4995.9355,0,0,2,1,Rx Specialty
98185MI0180001,Catastrophic,0,0,0,2,1,Rx Specialty
98185MI0180008,Gold,-2582.7400000000002,0,0,9,3,Rx Specialty
98185MI0180004,Silver,-2577.6855,0,0,9,3,Rx Specialty
98185MI0180012,Silver,-1846.3310000000001,0,0,2,1,Rx Specialty
98185MI0550001,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
29698MI0540033,Bronze,0.0,0,0,2,1,Rx Specialty
29698MI0540042,Bronze,-5056.594999999999,0,0,2,1,Rx Specialty
29698MI0540032,Silver,-2652.8864999999996,0,0,9,3,Rx Specialty
29698MI0540043,Silver,-2589.077,0,0,9,3,Rx Specialty
60829MI0190015,Bronze,-4995.9355,0,0,2,1,Rx Specialty
60829MI0200014,Bronze,-4995.9355,0,0,2,1,Rx Specialty
60829MI0210003,Bronze,-14.27499999999992,0,0,7,2,Specialist
60829MI0210006,Bronze,0.0,0,0,2,1,Rx Specialty
60829MI0220002,Bronze,0.0,0,0,2,1,Rx Specialty
60829MI0220004,Bronze,-14.27499999999992,0,0,7,2,Specialist
60829MI0200005,Catastrophic,0.0,0,0,2,1,Rx Specialty
60829MI0190001,Gold,9.52400000000182,0,0,50,16,Specialist
60829MI0190008,Gold,-114.1689999999986,0,0,46,15,Rx Specialty
60829MI0190009,Gold,1899.2859999999982,0,0,50,16,Specialist
60829MI0190010,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
60829MI0200002,Gold,-114.1689999999986,0,0,46,15,Rx Specialty
60829MI0200007,Gold,1899.2859999999982,0,0,50,16,Specialist
60829MI0200008,Gold,9.52400000000182,0,0,50,16,Specialist
60829MI0200009,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
60829MI0210007,Gold,-19.56999999999985,0,0,20,7,Rx Specialty
60829MI0220003,Gold,-19.56999999999985,0,0,20,7,Rx Specialty
60829MI0190006,Platinum,-27.73300000000016,0,0,17,6,Specialist
60829MI0190007,Platinum,-75.0,0,0,30,10,Rx Specialty
60829MI0200001,Platinum,-27.73300000000016,0,0,17,6,Specialist
60829MI0200006,Platinum,-75.0,0,0,30,10,Rx Specialty
60829MI0190002,Silver,-16.25349999999932,0,0,47,15,Specialist
60829MI0190005,Silver,-43.57499999999945,0,0,34,11,Specialist
60829MI0190011,Silver,-159.16899999999885,0,0,46,15,Rx Specialty
60829MI0190012,Silver,-57.33249999999879,0,0,39,13,Advanced Imaging
60829MI0190013,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
60829MI0190014,Silver,-133.57499999999945,0,0,33,11,Rx Specialty
60829MI0200003,Silver,-159.16899999999885,0,0,46,15,Rx Specialty
60829MI0200004,Silver,-57.33249999999879,0,0,39,13,Advanced Imaging
60829MI0200010,Silver,-16.25349999999932,0,0,47,15,Specialist
60829MI0200011,Silver,-43.57499999999945,0,0,34,11,Specialist
60829MI0200012,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
60829MI0200013,Silver,-133.57499999999945,0,0,33,11,Rx Specialty
60829MI0210005,Silver,-84.56999999999996,0,0,19,7,Advanced Imaging
60829MI0220001,Silver,-84.56999999999996,0,0,19,7,Advanced Imaging
37651MI0300006,Bronze,-3347.3624999999993,2868.465,0,2,1,Rx Specialty
37651MI0300007,Bronze,-1622.638,0,0,2,1,Rx Specialty
37651MI0300010,Bronze,0.0,0,0,2,1,Rx Specialty
46275MI0010017,Bronze,0.0,0,0,2,1,Rx Specialty
67183MI0030005,Bronze,-2358.9569999999985,0,0,2,1,Rx Specialty
67183MI0030006,Bronze,0.0,0,0,2,1,Rx Specialty
37651MI0300008,Catastrophic,0.0,0,0,2,1,Rx Specialty
46275MI0010016,Catastrophic,0.0,0,0,2,1,Rx Specialty
67183MI0030001,Gold,-751.0314999999991,618.465,0,2,1,Rx Specialty
37651MI0300004,Silver,-3470.8274999999994,0,0,2,1,Rx Specialty
37651MI0300009,Silver,-3906.5949999999993,0,0,2,1,Rx Specialty
46275MI0010018,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
67183MI0030002,Silver,-2647.3624999999993,2868.465,0,2,1,Rx Specialty
67183MI0030003,Silver,-5431.594999999999,0,0,2,1,Rx Specialty
67183MI0030004,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
98185MI0440004,Bronze,-2182.637999999999,0,0,2,1,Rx Specialty
98185MI0440007,Bronze,0.0,0,0,2,1,Rx Specialty
98185MI0750002,Bronze,-4995.9355,0,0,2,1,Rx Specialty
40047MI0010003,Bronze,-5606.594999999999,0,0,2,1,Rx Specialty
40047MI0070002,Bronze,-4995.9355,0,0,2,1,Rx Specialty
29698MI0540021,Bronze,0.0,0,0,2,1,Rx Specialty
29698MI0540041,Bronze,-5056.594999999999,0,0,2,1,Rx Specialty
98185MI0180010,Gold,-2582.7400000000002,0,0,9,3,Rx Specialty
46275MI0010021,Gold,-1012.6142499999987,618.4649999999999,0,2,1,Rx Specialty
40047MI0010001,Gold,-4743.164499999999,0,0,9,3,Rx Specialty
29698MI0540028,Gold,-1248.6429999999996,0,0,9,3,Rx Specialty
98185MI0180007,Silver,-2577.6855,0,0,9,3,Rx Specialty
98185MI0180013,Silver,-1846.3310000000001,0,0,2,1,Rx Specialty
98185MI0550003,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
40047MI0010002,Silver,-377.66200000000026,2400,0,2,1,Rx Specialty
40047MI0070001,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
29698MI0540018,Silver,-2652.8864999999996,0,0,9,3,Rx Specialty
29698MI0540049,Silver,-2589.077,0,0,9,3,Rx Specialty
29698MI0570032,Bronze,0.0,0,0,2,1,Rx Specialty
29698MI0570046,Bronze,-4531.594999999999,0,0,2,1,Rx Specialty
29698MI0570050,Bronze,-1982.637999999999,0,0,2,1,Rx Specialty
29698MI0570052,Bronze,-5056.594999999999,0,0,2,1,Rx Specialty
29698MI0570013,Silver,-2652.8864999999996,0,0,9,3,Rx Specialty
29698MI0570048,Silver,-3375.0499999999997,0,0,8,3,Rx Specialty
29698MI0570051,Silver,-1324.0770000000002,0,0,8,3,Rx Specialty
29698MI0570054,Silver,-2589.077,0,0,9,3,Rx Specialty
29698MI0570056,Silver,-2662.8864999999996,0,0,9,3,Rx Specialty
29698MI0570058,Silver,-1804.0769999999998,0,0,8,3,Rx Specialty
15560MI0890001,Bronze,0.0,0,0,2,1,Rx Specialty
15560MI0900002,Silver,-572.6379999999999,0,0,2,1,Rx Specialty
98185MI0440005,Bronze,-2182.637999999999,0,0,2,1,Rx Specialty
98185MI0440008,Bronze,0.0,0,0,2,1,Rx Specialty
98185MI0750003,Bronze,-4995.9355,0,0,2,1,Rx Specialty
37651MI0190006,Bronze,-3347.3624999999993,2868.465,0,2,1,Rx Specialty
37651MI0190007,Bronze,-1622.638,0,0,2,1,Rx Specialty
37651MI0190010,Bronze,0.0,0,0,2,1,Rx Specialty
46275MI0010002,Bronze,0.0,0,0,2,1,Rx Specialty
37651MI0190008,Catastrophic,0.0,0,0,2,1,Rx Specialty
46275MI0010001,Catastrophic,0.0,0,0,2,1,Rx Specialty
37651MI0190002,Gold,-3431.5949999999993,0,0,2,1,Rx Specialty
98185MI0180011,Silver,-2577.6855,0,0,9,3,Rx Specialty
98185MI0180014,Silver,-1846.3310000000001,0,0,2,1,Rx Specialty
98185MI0550004,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
37651MI0190004,Silver,-3470.8274999999994,0,0,2,1,Rx Specialty
37651MI0190009,Silver,-3906.5949999999993,0,0,2,1,Rx Specialty
46275MI0010003,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
32753MO0770015,Bronze,-4205.276,0,0,2,1,Rx Specialty
32753MO0770017,Bronze,0.0,0,0,2,1,Rx Specialty
32753MO0770018,Bronze,-4145.276,0,0,2,1,Rx Specialty
32753MO0770028,Bronze,-3665.276,0,0,2,1,Rx Specialty
32753MO0770030,Bronze,-4756.594999999999,0,0,2,1,Rx Specialty
32753MO0770025,Catastrophic,0.0,0,0,2,1,Rx Specialty
32753MO0930006,Gold,-1245.2759999999998,0,0,2,1,Rx Specialty
32753MO0770020,Silver,-3955.276,0,0,2,1,Rx Specialty
32753MO0770022,Silver,-1895.2759999999998,0,0,2,1,Rx Specialty
32753MO0770023,Silver,-3345.276,0,0,2,1,Rx Specialty
32753MO0770029,Silver,-2724.197,1768.4650000000001,0,2,1,Rx Specialty
32753MO0770031,Silver,-3406.5949999999993,0,0,2,1,Rx Specialty
32753MO0770032,Silver,-3565.276,0,0,2,1,Rx Specialty
32753MO0770033,Silver,-4225.276,0,0,2,1,Rx Specialty
32753MO0770034,Silver,-4606.594999999999,0,0,2,1,Rx Specialty
32753MO0930004,Silver,-1505.2759999999998,0,0,2,1,Rx Specialty
34762MO0140016,Bronze,-2958.9569999999985,0,0,2,1,Rx Specialty
34762MO0140014,Silver,-2758.9569999999994,0,0,2,1,Rx Specialty
74483MO0040011,Bronze,-5631.594999999999,0,0,2,1,Rx Specialty
74483MO0040012,Bronze,-2347.3624999999993,6268.465,0,2,1,Rx Specialty
74483MO0040013,Bronze,-4995.9355,0,0,2,1,Rx Specialty
74483MO0040018,Gold,-1013.6944999999992,0,0,5,1,Advanced Imaging
74483MO0040014,Silver,-474.1970000000001,2568.465,0,2,1,Rx Specialty
74483MO0040015,Silver,-80.48649999999907,2619.01,0,5,1,Advanced Imaging
74483MO0040016,Silver,-60.021499999999065,1487.4750000000001,0,6,2,Lab
74483MO0040017,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
34762MO0440002,Bronze,-715.441499999999,3884.0550000000003,0,5,1,Advanced Imaging
30613MO0570012,Bronze,-5281.594999999999,0,0,2,1,Rx Specialty
30613MO0570011,Catastrophic,0.0,0,0,2,1,Rx Specialty
34762MO0440001,Silver,-1451.0314999999991,2368.465,0,2,1,Rx Specialty
30613MO0570013,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
74483MO0040001,Bronze,-5631.594999999999,0,0,2,1,Rx Specialty
74483MO0040002,Bronze,-2347.3624999999993,6268.465,0,2,1,Rx Specialty
74483MO0040009,Bronze,-4995.9355,0,0,2,1,Rx Specialty
74483MO0040008,Gold,-1013.6944999999992,0,0,5,1,Advanced Imaging
74483MO0040003,Silver,-474.1970000000001,2568.465,0,2,1,Rx Specialty
74483MO0040004,Silver,-80.48649999999907,2619.01,0,5,1,Advanced Imaging
74483MO0040005,Silver,-60.021499999999065,1487.4750000000001,0,6,2,Lab
74483MO0040010,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
30613MO0570007,Bronze,-5281.594999999999,0,0,2,1,Rx Specialty
30613MO0570006,Catastrophic,0.0,0,0,2,1,Rx Specialty
30613MO0570008,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
30613MO0570002,Bronze,-5281.594999999999,0,0,2,1,Rx Specialty
30613MO0570001,Catastrophic,0.0,0,0,2,1,Rx Specialty
30613MO0570003,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
30613MO0570031,Gold,-1012.6142499999987,618.4649999999999,0,2,1,Rx Specialty
34762MO0140012,Gold,-3708.9569999999994,0,0,2,1,Rx Specialty
90714MS0010006,Bronze,0.0,0,0,2,1,Rx Specialty
90714MS0020004,Bronze,0.0,0,0,2,1,Rx Specialty
90714MS0030004,Bronze,0.0,0,0,2,1,Rx Specialty
48963MS0520010,Bronze,0.0,0,0,2,1,Rx Specialty
48963MS0520011,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
48963MS0520009,Catastrophic,0.0,0,0,2,1,Rx Specialty
90714MS0010001,Gold,-45.986499999999126,83.51000000000005,0,4,1,Specialist
90714MS0010002,Silver,-1672.638,0,0,2,1,Rx Specialty
90714MS0010003,Silver,0.0,0,0,2,1,Rx Specialty
90714MS0010005,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
90714MS0010008,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
